t,X_0.0,X_0.1,X_0.2,X_0.3,X_0.4,X_0.5,X_0.6,X_0.7,X_0.8,X_0.9,X_1.0,X_1.1,X_1.2,X_1.3,X_1.4,X_1.5,X_1.6,X_1.7,X_1.8,X_1.9,X_2.0
58800,0.326050,0.325720,0.324729,0.323073,0.320745,0.317735,0.314030,0.309609,0.304450,0.298520,0.291774,0.284157,0.275589,0.265963,0.255122,0.242829,0.228707,0.212088,0.191601,0.163467,0.095075
58860,0.325728,0.325399,0.324409,0.322756,0.320431,0.317426,0.313726,0.309312,0.304160,0.298238,0.291502,0.283895,0.275339,0.265726,0.254898,0.242621,0.228517,0.211917,0.191454,0.163346,0.094942
58920,0.325408,0.325079,0.324091,0.322439,0.320118,0.317117,0.313422,0.309015,0.303870,0.297956,0.291230,0.283633,0.275089,0.265489,0.254675,0.242414,0.228327,0.211747,0.191306,0.163226,0.094809
58980,0.325088,0.324759,0.323773,0.322124,0.319806,0.316810,0.313120,0.308719,0.303582,0.297676,0.290959,0.283373,0.274840,0.265252,0.254453,0.242208,0.228138,0.211578,0.191160,0.163107,0.094677
59040,0.324769,0.324441,0.323456,0.321810,0.319495,0.316503,0.312819,0.308424,0.303294,0.297396,0.290688,0.283113,0.274592,0.265017,0.254232,0.242002,0.227949,0.211409,0.191013,0.162988,0.094546
59100,0.324451,0.324124,0.323140,0.321496,0.319185,0.316197,0.312518,0.308129,0.303007,0.297117,0.290419,0.282854,0.274344,0.264782,0.254011,0.241797,0.227762,0.211241,0.190867,0.162869,0.094415
59160,0.324134,0.323807,0.322825,0.321183,0.318876,0.315892,0.312218,0.307836,0.302720,0.296839,0.290150,0.282595,0.274097,0.264548,0.253791,0.241592,0.227574,0.211073,0.190722,0.162750,0.094285
59220,0.323818,0.323492,0.322511,0.320872,0.318567,0.315588,0.311919,0.307543,0.302435,0.296562,0.289882,0.282338,0.273851,0.264314,0.253571,0.241388,0.227387,0.210905,0.190577,0.162633,0.094155
59280,0.323503,0.323177,0.322197,0.320561,0.318260,0.315284,0.311621,0.307251,0.302150,0.296286,0.289615,0.282081,0.273606,0.264081,0.253353,0.241184,0.227201,0.210738,0.190432,0.162515,0.094026
59340,0.323189,0.322863,0.321885,0.320251,0.317953,0.314982,0.311324,0.306960,0.301866,0.296010,0.289348,0.281825,0.273361,0.263849,0.253134,0.240982,0.227015,0.210572,0.190288,0.162398,0.093897
59400,0.322875,0.322550,0.321574,0.319941,0.317647,0.314680,0.311027,0.306670,0.301583,0.295735,0.289083,0.281569,0.273117,0.263618,0.252917,0.240779,0.226830,0.210406,0.190144,0.162281,0.093769
59460,0.322563,0.322238,0.321263,0.319633,0.317342,0.314379,0.310732,0.306380,0.301301,0.295461,0.288818,0.281314,0.272873,0.263387,0.252700,0.240577,0.226645,0.210240,0.190001,0.162165,0.093642
59520,0.322251,0.321927,0.320953,0.319326,0.317038,0.314080,0.310437,0.306092,0.301019,0.295187,0.288553,0.281060,0.272631,0.263157,0.252483,0.240376,0.226461,0.210075,0.189858,0.162049,0.093515
59580,0.321940,0.321617,0.320644,0.319019,0.316734,0.313780,0.310143,0.305804,0.300739,0.294915,0.288290,0.280807,0.272389,0.262927,0.252267,0.240176,0.226277,0.209911,0.189716,0.161933,0.093388
59640,0.321630,0.321307,0.320336,0.318713,0.316432,0.313482,0.309850,0.305517,0.300459,0.294643,0.288027,0.280554,0.272147,0.262698,0.252052,0.239976,0.226094,0.209747,0.189574,0.161818,0.093263
59700,0.321321,0.320998,0.320029,0.318408,0.316130,0.313185,0.309558,0.305231,0.300180,0.294372,0.287765,0.280302,0.271906,0.262470,0.251837,0.239776,0.225912,0.209583,0.189432,0.161703,0.093137
59760,0.321013,0.320691,0.319722,0.318104,0.315829,0.312888,0.309266,0.304945,0.299901,0.294102,0.287504,0.280051,0.271666,0.262242,0.251623,0.239577,0.225729,0.209420,0.189291,0.161588,0.093013
59820,0.320706,0.320384,0.319417,0.317801,0.315529,0.312592,0.308975,0.304661,0.299624,0.293832,0.287243,0.279801,0.271427,0.262015,0.251410,0.239379,0.225548,0.209257,0.189150,0.161474,0.092889
59880,0.320399,0.320078,0.319112,0.317499,0.315230,0.312297,0.308686,0.304377,0.299347,0.293563,0.286983,0.279551,0.271188,0.261789,0.251197,0.239181,0.225367,0.209095,0.189010,0.161360,0.092765
59940,0.320094,0.319773,0.318808,0.317197,0.314932,0.312003,0.308396,0.304094,0.299071,0.293295,0.286724,0.279302,0.270950,0.261563,0.250985,0.238984,0.225186,0.208933,0.188870,0.161247,0.092642
60000,0.319789,0.319468,0.318505,0.316896,0.314635,0.311710,0.308108,0.303812,0.298795,0.293028,0.286466,0.279053,0.270713,0.261338,0.250773,0.238787,0.225006,0.208772,0.188731,0.161134,0.092520
60060,0.319485,0.319165,0.318203,0.316597,0.314338,0.311417,0.307821,0.303530,0.298521,0.292761,0.286208,0.278805,0.270476,0.261113,0.250562,0.238591,0.224827,0.208611,0.188592,0.161021,0.092398
60120,0.319182,0.318862,0.317902,0.316298,0.314042,0.311125,0.307534,0.303249,0.298247,0.292495,0.285951,0.278558,0.270240,0.260889,0.250352,0.238395,0.224648,0.208451,0.188453,0.160909,0.092276
60180,0.318879,0.318560,0.317601,0.315999,0.313747,0.310834,0.307248,0.302969,0.297974,0.292230,0.285695,0.278312,0.270005,0.260666,0.250142,0.238200,0.224469,0.208291,0.188315,0.160797,0.092155
60240,0.318578,0.318259,0.317302,0.315702,0.313453,0.310544,0.306963,0.302690,0.297702,0.291965,0.285439,0.278066,0.269770,0.260443,0.249933,0.238006,0.224291,0.208132,0.188177,0.160686,0.092035
60300,0.318277,0.317959,0.317003,0.315405,0.313159,0.310255,0.306679,0.302412,0.297430,0.291702,0.285184,0.277821,0.269536,0.260221,0.249724,0.237812,0.224114,0.207973,0.188039,0.160574,0.091915
60360,0.317977,0.317660,0.316705,0.315110,0.312867,0.309966,0.306395,0.302134,0.297159,0.291439,0.284930,0.277577,0.269302,0.260000,0.249516,0.237619,0.223937,0.207815,0.187902,0.160464,0.091796
60420,0.317678,0.317361,0.316408,0.314815,0.312575,0.309679,0.306112,0.301857,0.296889,0.291177,0.284677,0.277333,0.269070,0.259779,0.249308,0.237426,0.223760,0.207657,0.187766,0.160353,0.091677
60480,0.317380,0.317063,0.316111,0.314520,0.312284,0.309392,0.305830,0.301581,0.296620,0.290915,0.284424,0.277090,0.268837,0.259559,0.249101,0.237233,0.223584,0.207499,0.187630,0.160243,0.091558
60540,0.317083,0.316766,0.315816,0.314227,0.311994,0.309106,0.305549,0.301306,0.296351,0.290654,0.284172,0.276848,0.268606,0.259339,0.248895,0.237042,0.223409,0.207342,0.187494,0.160133,0.091441
60600,0.316786,0.316470,0.315521,0.313935,0.311704,0.308820,0.305269,0.301031,0.296084,0.290394,0.283920,0.276606,0.268375,0.259120,0.248689,0.236850,0.223234,0.207185,0.187358,0.160024,0.091323
60660,0.316490,0.316175,0.315227,0.313643,0.311416,0.308536,0.304989,0.300757,0.295817,0.290135,0.283670,0.276365,0.268145,0.258902,0.248484,0.236660,0.223059,0.207029,0.187223,0.159915,0.091207
60720,0.316196,0.315880,0.314934,0.313352,0.311128,0.308252,0.304710,0.300484,0.295550,0.289876,0.283420,0.276125,0.267915,0.258684,0.248279,0.236470,0.222885,0.206873,0.187089,0.159806,0.091090
60780,0.315901,0.315587,0.314641,0.313062,0.310841,0.307969,0.304432,0.300212,0.295285,0.289618,0.283170,0.275885,0.267686,0.258467,0.248075,0.236280,0.222712,0.206718,0.186955,0.159697,0.090974
60840,0.315608,0.315294,0.314350,0.312772,0.310554,0.307686,0.304154,0.299940,0.295020,0.289361,0.282922,0.275646,0.267458,0.258250,0.247871,0.236091,0.222539,0.206563,0.186821,0.159589,0.090859
60900,0.315316,0.315002,0.314059,0.312484,0.310269,0.307405,0.303878,0.299669,0.294755,0.289104,0.282674,0.275408,0.267230,0.258034,0.247668,0.235902,0.222366,0.206408,0.186687,0.159482,0.090744
60960,0.315024,0.314710,0.313769,0.312196,0.309984,0.307124,0.303602,0.299399,0.294492,0.288848,0.282426,0.275170,0.267003,0.257819,0.247466,0.235714,0.222194,0.206254,0.186554,0.159374,0.090630
61020,0.314733,0.314420,0.313480,0.311909,0.309700,0.306844,0.303327,0.299130,0.294229,0.288593,0.282180,0.274933,0.266776,0.257604,0.247264,0.235526,0.222022,0.206101,0.186422,0.159267,0.090516
61080,0.314443,0.314130,0.313192,0.311623,0.309417,0.306565,0.303052,0.298861,0.293967,0.288339,0.281934,0.274696,0.266550,0.257390,0.247063,0.235339,0.221851,0.205947,0.186289,0.159161,0.090403
61140,0.314153,0.313841,0.312904,0.311337,0.309135,0.306286,0.302779,0.298593,0.293706,0.288085,0.281688,0.274461,0.266325,0.257176,0.246862,0.235153,0.221680,0.205795,0.186157,0.159054,0.090290
61200,0.313865,0.313553,0.312617,0.311053,0.308853,0.306009,0.302506,0.298326,0.293445,0.287832,0.281444,0.274225,0.266100,0.256963,0.246662,0.234967,0.221510,0.205642,0.186026,0.158948,0.090178
61260,0.313577,0.313266,0.312331,0.310769,0.308572,0.305732,0.302234,0.298059,0.293185,0.287579,0.281200,0.273991,0.265876,0.256751,0.246462,0.234781,0.221340,0.205490,0.185895,0.158842,0.090066
61320,0.313290,0.312979,0.312046,0.310486,0.308292,0.305455,0.301962,0.297794,0.292926,0.287328,0.280957,0.273757,0.265653,0.256539,0.246263,0.234596,0.221171,0.205339,0.185764,0.158737,0.089954
61380,0.313004,0.312693,0.311761,0.310203,0.308013,0.305180,0.301691,0.297529,0.292667,0.287076,0.280714,0.273524,0.265430,0.256327,0.246064,0.234411,0.221002,0.205188,0.185633,0.158632,0.089843
61440,0.312718,0.312408,0.311477,0.309922,0.307734,0.304905,0.301421,0.297264,0.292410,0.286826,0.280472,0.273291,0.265208,0.256117,0.245866,0.234227,0.220834,0.205037,0.185503,0.158527,0.089733
61500,0.312433,0.312124,0.311194,0.309641,0.307456,0.304631,0.301152,0.297000,0.292152,0.286576,0.280231,0.273059,0.264986,0.255906,0.245669,0.234044,0.220666,0.204887,0.185374,0.158423,0.089623
61560,0.312149,0.311840,0.310912,0.309361,0.307179,0.304358,0.300884,0.296738,0.291896,0.286327,0.279990,0.272828,0.264765,0.255697,0.245472,0.233861,0.220498,0.204737,0.185244,0.158319,0.089513
61620,0.311866,0.311558,0.310631,0.309081,0.306903,0.304085,0.300616,0.296475,0.291640,0.286079,0.279750,0.272597,0.264544,0.255488,0.245275,0.233678,0.220331,0.204588,0.185115,0.158215,0.089404
61680,0.311584,0.311276,0.310350,0.308803,0.306627,0.303814,0.300349,0.296214,0.291385,0.285831,0.279510,0.272367,0.264325,0.255279,0.245079,0.233496,0.220165,0.204439,0.184987,0.158111,0.089296
61740,0.311302,0.310994,0.310070,0.308525,0.306352,0.303543,0.300082,0.295953,0.291131,0.285584,0.279272,0.272137,0.264105,0.255071,0.244884,0.233315,0.219999,0.204290,0.184859,0.158008,0.089187
61800,0.311021,0.310714,0.309791,0.308248,0.306078,0.303272,0.299817,0.295693,0.290877,0.285338,0.279033,0.271908,0.263887,0.254864,0.244689,0.233134,0.219833,0.204142,0.184731,0.157905,0.089080
61860,0.310741,0.310434,0.309512,0.307971,0.305805,0.303003,0.299552,0.295433,0.290624,0.285092,0.278796,0.271680,0.263668,0.254657,0.244494,0.232953,0.219668,0.203994,0.184603,0.157803,0.088972
61920,0.310462,0.310155,0.309234,0.307696,0.305532,0.302734,0.299287,0.295175,0.290372,0.284847,0.278559,0.271452,0.263451,0.254451,0.244300,0.232773,0.219503,0.203847,0.184476,0.157701,0.088866
61980,0.310183,0.309877,0.308957,0.307421,0.305260,0.302465,0.299024,0.294917,0.290120,0.284603,0.278323,0.271225,0.263234,0.254245,0.244107,0.232593,0.219339,0.203700,0.184349,0.157599,0.088759
62040,0.309905,0.309599,0.308681,0.307146,0.304989,0.302198,0.298761,0.294659,0.289869,0.284359,0.278087,0.270998,0.263018,0.254040,0.243914,0.232414,0.219175,0.203553,0.184223,0.157497,0.088653
62100,0.309628,0.309323,0.308406,0.306873,0.304718,0.301931,0.298499,0.294402,0.289619,0.284116,0.277852,0.270773,0.262802,0.253835,0.243722,0.232235,0.219012,0.203407,0.184097,0.157396,0.088548
62160,0.309351,0.309047,0.308131,0.306600,0.304448,0.301665,0.298237,0.294146,0.289369,0.283873,0.277618,0.270547,0.262587,0.253631,0.243530,0.232057,0.218849,0.203261,0.183971,0.157295,0.088443
62220,0.309076,0.308771,0.307857,0.306328,0.304179,0.301400,0.297976,0.293891,0.289120,0.283631,0.277384,0.270323,0.262372,0.253427,0.243339,0.231880,0.218686,0.203116,0.183846,0.157194,0.088338
62280,0.308801,0.308497,0.307583,0.306057,0.303911,0.301135,0.297716,0.293636,0.288871,0.283390,0.277151,0.270098,0.262158,0.253224,0.243148,0.231702,0.218524,0.202971,0.183720,0.157094,0.088234
62340,0.308526,0.308223,0.307311,0.305786,0.303643,0.300871,0.297457,0.293382,0.288624,0.283150,0.276918,0.269875,0.261944,0.253022,0.242958,0.231526,0.218362,0.202826,0.183596,0.156993,0.088130
62400,0.308253,0.307950,0.307039,0.305517,0.303376,0.300608,0.297198,0.293129,0.288377,0.282910,0.276687,0.269652,0.261731,0.252820,0.242768,0.231349,0.218201,0.202682,0.183471,0.156894,0.088027
62460,0.307980,0.307677,0.306768,0.305247,0.303110,0.300345,0.296940,0.292877,0.288130,0.282670,0.276455,0.269430,0.261519,0.252619,0.242579,0.231173,0.218040,0.202538,0.183347,0.156794,0.087924
62520,0.307708,0.307406,0.306497,0.304979,0.302844,0.300084,0.296683,0.292625,0.287885,0.282432,0.276225,0.269208,0.261307,0.252418,0.242390,0.230998,0.217880,0.202395,0.183224,0.156695,0.087822
62580,0.307437,0.307135,0.306227,0.304711,0.302580,0.299822,0.296426,0.292373,0.287639,0.282194,0.275995,0.268987,0.261096,0.252217,0.242202,0.230823,0.217720,0.202252,0.183100,0.156596,0.087720
62640,0.307166,0.306864,0.305958,0.304444,0.302315,0.299562,0.296170,0.292123,0.287395,0.281956,0.275765,0.268766,0.260885,0.252017,0.242014,0.230649,0.217560,0.202109,0.182977,0.156497,0.087618
62700,0.306896,0.306595,0.305690,0.304178,0.302052,0.299302,0.295915,0.291873,0.287151,0.281719,0.275536,0.268546,0.260675,0.251818,0.241826,0.230475,0.217401,0.201967,0.182855,0.156399,0.087517
62760,0.306627,0.306326,0.305422,0.303912,0.301789,0.299043,0.295660,0.291623,0.286908,0.281483,0.275308,0.268327,0.260465,0.251619,0.241640,0.230301,0.217242,0.201825,0.182732,0.156301,0.087416
62820,0.306358,0.306058,0.305155,0.303647,0.301527,0.298784,0.295406,0.291375,0.286665,0.281248,0.275080,0.268108,0.260256,0.251421,0.241453,0.230128,0.217084,0.201683,0.182610,0.156203,0.087316
62880,0.306090,0.305790,0.304889,0.303383,0.301266,0.298527,0.295153,0.291127,0.286424,0.281013,0.274853,0.267890,0.260048,0.251223,0.241268,0.229955,0.216926,0.201542,0.182489,0.156105,0.087216
62940,0.305823,0.305524,0.304624,0.303120,0.301005,0.298270,0.294900,0.290879,0.286182,0.280778,0.274627,0.267672,0.259840,0.251026,0.241082,0.229783,0.216769,0.201401,0.182367,0.156008,0.087116
63000,0.305557,0.305258,0.304359,0.302857,0.300745,0.298013,0.294648,0.290632,0.285942,0.280545,0.274401,0.267455,0.259632,0.250829,0.240897,0.229612,0.216612,0.201261,0.182246,0.155911,0.087017
63060,0.305291,0.304992,0.304095,0.302595,0.300486,0.297757,0.294397,0.290386,0.285702,0.280312,0.274176,0.267238,0.259425,0.250633,0.240713,0.229440,0.216455,0.201121,0.182126,0.155815,0.086918
63120,0.305026,0.304728,0.303831,0.302333,0.300227,0.297502,0.294146,0.290141,0.285462,0.280079,0.273951,0.267022,0.259219,0.250437,0.240529,0.229269,0.216299,0.200981,0.182005,0.155718,0.086820
63180,0.304762,0.304464,0.303569,0.302072,0.299969,0.297248,0.293896,0.289896,0.285223,0.279847,0.273727,0.266807,0.259013,0.250242,0.240346,0.229099,0.216143,0.200842,0.181885,0.155622,0.086722
63240,0.304498,0.304200,0.303306,0.301812,0.299712,0.296994,0.293647,0.289652,0.284985,0.279616,0.273503,0.266592,0.258808,0.250048,0.240163,0.228929,0.215988,0.200703,0.181766,0.155526,0.086625
63300,0.304235,0.303938,0.303045,0.301553,0.299455,0.296741,0.293398,0.289408,0.284748,0.279385,0.273280,0.266377,0.258603,0.249853,0.239980,0.228760,0.215833,0.200565,0.181646,0.155431,0.086528
63360,0.303973,0.303676,0.302784,0.301294,0.299199,0.296489,0.293150,0.289165,0.284511,0.279155,0.273058,0.266164,0.258399,0.249660,0.239798,0.228591,0.215678,0.200426,0.181527,0.155335,0.086431
63420,0.303711,0.303415,0.302524,0.301036,0.298944,0.296237,0.292903,0.288923,0.284274,0.278926,0.272836,0.265950,0.258195,0.249467,0.239617,0.228422,0.215524,0.200288,0.181408,0.155240,0.086334
63480,0.303450,0.303154,0.302265,0.300779,0.298689,0.295986,0.292656,0.288681,0.284039,0.278697,0.272615,0.265738,0.257992,0.249274,0.239436,0.228254,0.215370,0.200151,0.181290,0.155146,0.086239
63540,0.303190,0.302894,0.302006,0.300522,0.298435,0.295735,0.292410,0.288440,0.283804,0.278469,0.272394,0.265526,0.257789,0.249082,0.239255,0.228086,0.215217,0.200014,0.181172,0.155051,0.086143
63600,0.302930,0.302635,0.301748,0.300266,0.298181,0.295485,0.292164,0.288200,0.283569,0.278241,0.272174,0.265314,0.257587,0.248890,0.239075,0.227919,0.215064,0.199877,0.181054,0.154957,0.086048
63660,0.302671,0.302376,0.301491,0.300010,0.297929,0.295236,0.291919,0.287960,0.283335,0.278014,0.271955,0.265103,0.257385,0.248699,0.238895,0.227752,0.214911,0.199741,0.180936,0.154863,0.085953
63720,0.302413,0.302119,0.301234,0.299756,0.297677,0.294988,0.291675,0.287721,0.283102,0.277787,0.271736,0.264893,0.257184,0.248508,0.238716,0.227585,0.214759,0.199605,0.180819,0.154769,0.085859
63780,0.302155,0.301861,0.300978,0.299502,0.297425,0.294740,0.291431,0.287483,0.282869,0.277561,0.271517,0.264683,0.256984,0.248318,0.238537,0.227419,0.214607,0.199469,0.180702,0.154676,0.085765
63840,0.301899,0.301605,0.300723,0.299248,0.297175,0.294493,0.291188,0.287245,0.282637,0.277336,0.271299,0.264473,0.256784,0.248128,0.238359,0.227254,0.214456,0.199334,0.180586,0.154583,0.085671
63900,0.301642,0.301349,0.300468,0.298995,0.296924,0.294246,0.290946,0.287007,0.282406,0.277111,0.271082,0.264264,0.256584,0.247939,0.238181,0.227089,0.214305,0.199199,0.180470,0.154490,0.085578
63960,0.301387,0.301094,0.300214,0.298743,0.296675,0.294000,0.290704,0.286771,0.282175,0.276887,0.270865,0.264056,0.256385,0.247750,0.238004,0.226924,0.214154,0.199064,0.180354,0.154397,0.085485
64020,0.301132,0.300839,0.299960,0.298492,0.296426,0.293754,0.290463,0.286534,0.281945,0.276663,0.270649,0.263848,0.256187,0.247562,0.237827,0.226760,0.214004,0.198930,0.180238,0.154305,0.085392
64080,0.300877,0.300585,0.299708,0.298241,0.296178,0.293510,0.290223,0.286299,0.281715,0.276440,0.270433,0.263641,0.255988,0.247374,0.237650,0.226596,0.213854,0.198796,0.180123,0.154213,0.085300
64140,0.300624,0.300332,0.299456,0.297991,0.295930,0.293266,0.289983,0.286064,0.281486,0.276218,0.270218,0.263434,0.255791,0.247187,0.237474,0.226432,0.213704,0.198662,0.180008,0.154121,0.085208
64200,0.300371,0.300079,0.299204,0.297741,0.295684,0.293022,0.289743,0.285830,0.281257,0.275996,0.270004,0.263228,0.255594,0.247000,0.237299,0.226269,0.213555,0.198529,0.179893,0.154029,0.085117
64260,0.300118,0.299827,0.298953,0.297492,0.295437,0.292779,0.289505,0.285596,0.281029,0.275774,0.269790,0.263022,0.255397,0.246814,0.237124,0.226106,0.213406,0.198396,0.179778,0.153938,0.085026
64320,0.299867,0.299576,0.298703,0.297244,0.295192,0.292537,0.289267,0.285363,0.280802,0.275553,0.269576,0.262817,0.255201,0.246628,0.236949,0.225944,0.213258,0.198263,0.179664,0.153847,0.084935
64380,0.299616,0.299325,0.298454,0.296996,0.294947,0.292295,0.289029,0.285130,0.280575,0.275333,0.269364,0.262612,0.255006,0.246442,0.236775,0.225782,0.213110,0.198131,0.179550,0.153756,0.084845
64440,0.299365,0.299075,0.298205,0.296749,0.294702,0.292054,0.288792,0.284898,0.280349,0.275113,0.269151,0.262408,0.254811,0.246257,0.236601,0.225621,0.212962,0.197999,0.179437,0.153665,0.084755
64500,0.299116,0.298826,0.297956,0.296503,0.294458,0.291814,0.288556,0.284667,0.280123,0.274894,0.268939,0.262204,0.254616,0.246073,0.236428,0.225460,0.212815,0.197867,0.179324,0.153575,0.084665
64560,0.298866,0.298577,0.297709,0.296257,0.294215,0.291574,0.288320,0.284436,0.279898,0.274676,0.268728,0.262001,0.254422,0.245889,0.236255,0.225299,0.212668,0.197736,0.179211,0.153485,0.084576
64620,0.298618,0.298329,0.297462,0.296012,0.293973,0.291335,0.288085,0.284206,0.279674,0.274458,0.268517,0.261799,0.254229,0.245705,0.236082,0.225139,0.212522,0.197605,0.179098,0.153395,0.084487
64680,0.298370,0.298082,0.297215,0.295767,0.293731,0.291096,0.287851,0.283976,0.279450,0.274240,0.268307,0.261597,0.254036,0.245522,0.235910,0.224979,0.212376,0.197475,0.178985,0.153305,0.084399
64740,0.298123,0.297835,0.296969,0.295523,0.293489,0.290858,0.287617,0.283747,0.279226,0.274023,0.268097,0.261395,0.253843,0.245339,0.235738,0.224820,0.212230,0.197344,0.178873,0.153216,0.084310
64800,0.297876,0.297588,0.296724,0.295280,0.293249,0.290621,0.287384,0.283519,0.279004,0.273807,0.267888,0.261194,0.253651,0.245157,0.235567,0.224661,0.212085,0.197214,0.178762,0.153127,0.084223
64860,0.297630,0.297343,0.296480,0.295037,0.293009,0.290384,0.287151,0.283291,0.278781,0.273591,0.267680,0.260993,0.253459,0.244976,0.235396,0.224502,0.211940,0.197085,0.178650,0.153038,0.084135
64920,0.297385,0.297098,0.296236,0.294795,0.292769,0.290148,0.286919,0.283064,0.278560,0.273376,0.267472,0.260793,0.253268,0.244794,0.235226,0.224344,0.211795,0.196956,0.178539,0.152949,0.084048
